,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16
211,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,12.0,7.0,14.0,15.0,16.0,12.0,12.0,10.0,14.0,8.0,11.0,2.0,8.0,7.0,7.0,6.0
213,4.0,3.0,3.0,4.0,4.0,3.0,3.0,7.0,12.0,4.0,9.0,13.0,10.0,11.0,12.0,13.0
214,6.0,15.0,11.0,3.0,3.0,1.0,5.0,8.0,2.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0
215,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,8.0,6.0,2.0,2.0,2.0,2.0
216,1.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
217,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0
218,0.0,0.0,1.0,0.0,1.0,2.0,5.0,4.0,0.0,3.0,5.0,0.0,2.0,2.0,2.0,2.0
219,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,4.0,7.0,8.0,0.0,4.0,4.0,1.0,4.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
221,9.0,3.0,9.0,7.0,3.0,0.0,12.0,10.0,13.0,6.0,6.0,20.0,12.0,13.0,14.0,14.0
222,5.0,3.0,0.0,4.0,1.0,5.0,4.0,5.0,3.0,0.0,6.0,2.0,3.0,3.0,3.0,3.0
223,9.0,12.0,6.0,6.0,24.0,6.0,0.0,3.0,12.0,6.0,6.0,0.0,3.0,2.0,2.0,1.0
224,4.0,8.0,8.0,1.0,3.0,12.0,2.0,2.0,5.0,8.0,12.0,0.0,5.0,5.0,5.0,5.0
225,2.0,8.0,16.0,12.0,13.0,12.0,21.0,11.0,16.0,13.0,23.0,16.0,20.0,21.0,22.0,23.0
226,3.0,1.0,5.0,0.0,0.0,0.0,5.0,6.0,7.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0
227,8.0,2.0,1.0,5.0,12.0,4.0,7.0,6.0,19.0,2.0,12.0,13.0,12.0,13.0,14.0,14.0
228,5.0,5.0,1.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
229,7.0,2.0,5.0,2.0,4.0,1.0,4.0,4.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0
230,2.0,3.0,1.0,4.0,5.0,4.0,9.0,9.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,8.0
231,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,3.0,3.0,4.0,7.0,3.0,3.0,3.0,3.0
233,13.0,22.0,10.0,11.0,12.0,12.0,8.0,6.0,14.0,10.0,11.0,19.0,11.0,11.0,11.0,11.0
234,0.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0
235,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0
236,7.0,3.0,3.0,0.0,9.0,12.0,9.0,7.0,15.0,10.0,9.0,5.0,11.0,11.0,12.0,12.0
237,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
238,12.0,18.0,15.0,16.0,10.0,22.0,12.0,8.0,9.0,10.0,15.0,20.0,13.0,13.0,13.0,13.0
239,4.0,8.0,0.0,6.0,2.0,12.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
240,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0
241,0.0,0.0,1.0,6.0,8.0,6.0,13.0,15.0,14.0,19.0,16.0,15.0,21.0,23.0,24.0,26.0
242,4.0,1.0,5.0,0.0,3.0,6.0,3.0,0.0,6.0,6.0,0.0,6.0,4.0,4.0,4.0,5.0
243,3.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0
244,4.0,6.0,1.0,3.0,5.0,2.0,4.0,5.0,7.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0
245,0.0,1.0,0.0,2.0,3.0,4.0,2.0,7.0,8.0,4.0,5.0,4.0,7.0,7.0,8.0,8.0
246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
247,2.0,1.0,1.0,1.0,0.0,2.0,5.0,6.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
248,0.0,3.0,5.0,0.0,1.0,3.0,5.0,3.0,5.0,8.0,3.0,2.0,5.0,5.0,5.0,6.0
249,10.0,9.0,9.0,0.0,9.0,2.0,19.0,10.0,6.0,2.0,12.0,5.0,7.0,7.0,7.0,7.0
250,12.0,2.0,2.0,7.0,14.0,9.0,0.0,12.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0
251,6.0,8.0,0.0,3.0,4.0,9.0,6.0,11.0,9.0,11.0,8.0,8.0,10.0,11.0,11.0,12.0
252,25.0,21.0,22.0,15.0,30.0,13.0,24.0,17.0,21.0,14.0,27.0,21.0,20.0,20.0,20.0,19.0
253,8.0,6.0,8.0,0.0,1.0,3.0,1.0,4.0,2.0,2.0,0.0,3.0,0.0,-0.0,1.0,1.0
254,5.0,19.0,24.0,13.0,0.0,6.0,6.0,4.0,3.0,5.0,4.0,12.0,3.0,2.0,2.0,1.0
255,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
256,4.0,7.0,13.0,13.0,9.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0
257,3.0,9.0,0.0,6.0,6.0,12.0,3.0,0.0,9.0,9.0,9.0,17.0,12.0,12.0,13.0,14.0
258,3.0,7.0,8.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,4.0,7.0,3.0,3.0,2.0,2.0
259,5.0,16.0,9.0,11.0,14.0,12.0,9.0,6.0,9.0,13.0,7.0,8.0,9.0,8.0,8.0,8.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0
261,0.0,4.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
262,10.0,4.0,4.0,9.0,4.0,6.0,8.0,3.0,11.0,4.0,7.0,9.0,7.0,7.0,7.0,7.0
263,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0
264,9.0,15.0,26.0,18.0,15.0,24.0,20.0,30.0,10.0,26.0,23.0,16.0,23.0,23.0,24.0,24.0
265,3.0,3.0,3.0,0.0,0.0,6.0,3.0,3.0,10.0,4.0,12.0,11.0,10.0,11.0,12.0,13.0
266,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
267,11.0,8.0,5.0,12.0,5.0,16.0,17.0,5.0,11.0,4.0,18.0,10.0,12.0,12.0,12.0,12.0
268,11.0,1.0,4.0,5.0,9.0,6.0,11.0,9.0,3.0,15.0,0.0,5.0,7.0,7.0,6.0,6.0
269,9.0,2.0,6.0,10.0,6.0,4.0,0.0,10.0,5.0,3.0,2.0,7.0,4.0,4.0,4.0,3.0
270,7.0,1.0,0.0,0.0,1.0,3.0,8.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
271,0.0,0.0,2.0,1.0,2.0,4.0,3.0,6.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0
272,2.0,3.0,0.0,0.0,4.0,0.0,5.0,3.0,3.0,9.0,11.0,9.0,9.0,10.0,11.0,12.0
273,3.0,0.0,4.0,0.0,1.0,5.0,6.0,3.0,1.0,2.0,6.0,4.0,4.0,5.0,5.0,5.0
274,3.0,0.0,0.0,2.0,6.0,5.0,2.0,3.0,0.0,8.0,1.0,10.0,6.0,6.0,7.0,7.0
275,13.0,10.0,12.0,6.0,6.0,10.0,5.0,14.0,3.0,9.0,9.0,15.0,9.0,9.0,9.0,9.0
276,3.0,2.0,5.0,5.0,3.0,5.0,9.0,5.0,6.0,6.0,7.0,4.0,7.0,7.0,7.0,8.0
277,0.0,0.0,3.0,3.0,1.0,3.0,6.0,0.0,6.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0
278,1.0,1.0,0.0,4.0,0.0,2.0,2.0,4.0,5.0,1.0,0.0,8.0,4.0,5.0,5.0,5.0
279,6.0,20.0,10.0,6.0,8.0,7.0,3.0,10.0,11.0,6.0,12.0,11.0,9.0,9.0,9.0,9.0
280,10.0,6.0,2.0,20.0,5.0,7.0,4.0,7.0,6.0,6.0,7.0,2.0,4.0,4.0,3.0,3.0
281,0.0,3.0,4.0,5.0,1.0,6.0,2.0,3.0,3.0,7.0,6.0,3.0,5.0,5.0,6.0,6.0
282,3.0,9.0,6.0,3.0,3.0,3.0,4.0,9.0,2.0,11.0,6.0,6.0,7.0,7.0,7.0,7.0
283,48.0,36.0,29.0,42.0,36.0,51.0,11.0,43.0,20.0,39.0,30.0,38.0,30.0,29.0,29.0,28.0
284,0.0,3.0,0.0,3.0,0.0,6.0,3.0,0.0,6.0,6.0,0.0,2.0,2.0,2.0,2.0,2.0
285,1.0,7.0,7.0,1.0,3.0,2.0,1.0,5.0,1.0,0.0,6.0,3.0,2.0,2.0,2.0,2.0
286,12.0,0.0,3.0,10.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,0.0,-0.0,1.0
287,0.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,6.0,5.0,3.0,2.0,2.0,2.0,2.0
288,1.0,0.0,3.0,4.0,0.0,0.0,6.0,3.0,3.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0
289,2.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0
290,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,8.0,4.0,0.0,2.0,2.0,2.0,2.0
291,4.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,7.0,3.0,4.0,4.0,4.0
292,0.0,4.0,13.0,4.0,3.0,4.0,9.0,5.0,5.0,7.0,0.0,12.0,7.0,7.0,8.0,8.0
293,4.0,4.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0
294,1.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0
295,9.0,5.0,5.0,9.0,4.0,12.0,4.0,14.0,9.0,7.0,6.0,11.0,9.0,10.0,10.0,10.0
296,3.0,8.0,3.0,7.0,1.0,1.0,0.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,-0.0,1.0
297,1.0,4.0,7.0,3.0,2.0,0.0,3.0,4.0,5.0,6.0,6.0,3.0,5.0,5.0,5.0,5.0
298,12.0,4.0,4.0,3.0,10.0,0.0,0.0,3.0,8.0,0.0,12.0,13.0,7.0,7.0,8.0,8.0
299,0.0,3.0,3.0,3.0,1.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0
300,3.0,0.0,14.0,6.0,7.0,0.0,10.0,8.0,14.0,11.0,5.0,16.0,13.0,14.0,14.0,15.0
301,5.0,8.0,5.0,12.0,13.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0
302,11.0,10.0,6.0,0.0,1.0,15.0,3.0,9.0,6.0,12.0,17.0,6.0,10.0,10.0,11.0,11.0
303,3.0,2.0,5.0,0.0,7.0,1.0,0.0,0.0,5.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0
304,25.0,9.0,7.0,23.0,9.0,19.0,6.0,12.0,18.0,24.0,9.0,20.0,16.0,16.0,16.0,16.0
305,6.0,7.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,9.0,2.0,5.0,3.0,3.0,3.0,3.0
306,3.0,0.0,3.0,0.0,7.0,5.0,1.0,4.0,0.0,0.0,9.0,0.0,3.0,3.0,3.0,3.0
307,3.0,1.0,6.0,2.0,9.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0
308,5.0,10.0,4.0,6.0,9.0,13.0,5.0,4.0,9.0,16.0,16.0,11.0,13.0,14.0,15.0,16.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,10.0,9.0,6.0,0.0,0.0,5.0,5.0,1.0,3.0,6.0,13.0,4.0,5.0,5.0,5.0,5.0
311,10.0,9.0,6.0,10.0,13.0,11.0,9.0,11.0,7.0,11.0,10.0,15.0,12.0,12.0,12.0,13.0
312,3.0,7.0,3.0,4.0,11.0,9.0,8.0,7.0,14.0,10.0,11.0,14.0,14.0,15.0,16.0,16.0
313,3.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
314,0.0,6.0,0.0,4.0,3.0,5.0,9.0,2.0,9.0,0.0,9.0,7.0,7.0,8.0,8.0,9.0
315,4.0,5.0,4.0,2.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0
316,3.0,6.0,6.0,0.0,0.0,7.0,4.0,9.0,6.0,8.0,3.0,7.0,7.0,7.0,7.0,8.0
317,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0
318,3.0,1.0,2.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0
319,1.0,1.0,8.0,0.0,0.0,3.0,0.0,4.0,5.0,4.0,3.0,6.0,5.0,5.0,5.0,6.0
320,1.0,4.0,0.0,3.0,3.0,4.0,2.0,9.0,0.0,3.0,7.0,5.0,6.0,6.0,6.0,7.0
321,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
322,3.0,5.0,0.0,0.0,0.0,6.0,6.0,12.0,3.0,2.0,4.0,1.0,4.0,4.0,5.0,5.0
323,3.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
324,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,3.0,4.0,4.0,5.0,6.0,3.0,2.0,0.0,1.0,3.0,6.0,4.0,3.0,3.0,3.0,3.0
326,12.0,0.0,9.0,9.0,12.0,0.0,13.0,8.0,9.0,15.0,7.0,32.0,18.0,19.0,20.0,21.0
327,3.0,3.0,0.0,3.0,5.0,0.0,7.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0
328,1.0,1.0,3.0,1.0,6.0,4.0,2.0,0.0,5.0,5.0,1.0,0.0,2.0,2.0,3.0,3.0
329,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
330,3.0,0.0,2.0,6.0,3.0,3.0,5.0,2.0,6.0,5.0,9.0,5.0,7.0,7.0,8.0,8.0
331,6.0,1.0,0.0,2.0,2.0,2.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0
332,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0
333,0.0,3.0,0.0,3.0,0.0,3.0,2.0,4.0,3.0,6.0,4.0,6.0,6.0,6.0,7.0,7.0
334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0
335,0.0,3.0,0.0,3.0,0.0,3.0,2.0,2.0,4.0,6.0,7.0,4.0,6.0,6.0,7.0,7.0
336,10.0,18.0,13.0,6.0,9.0,10.0,7.0,91.0,18.0,4.0,10.0,3.0,19.0,19.0,19.0,20.0
337,2.0,9.0,1.0,7.0,3.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0
338,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0
339,4.0,0.0,2.0,4.0,3.0,1.0,0.0,6.0,3.0,3.0,1.0,6.0,4.0,4.0,4.0,4.0
340,15.0,10.0,11.0,10.0,7.0,12.0,3.0,9.0,4.0,4.0,7.0,10.0,5.0,4.0,4.0,3.0
341,4.0,0.0,3.0,2.0,8.0,1.0,8.0,2.0,7.0,5.0,7.0,5.0,7.0,7.0,7.0,8.0
342,7.0,12.0,6.0,15.0,9.0,3.0,8.0,3.0,10.0,2.0,8.0,2.0,4.0,3.0,2.0,2.0
343,0.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,4.0,3.0,0.0,5.0,2.0,2.0,2.0,2.0
344,1.0,4.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0
345,0.0,0.0,0.0,0.0,7.0,4.0,6.0,11.0,6.0,11.0,9.0,3.0,5.0,5.0,5.0,5.0
346,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0
347,6.0,6.0,9.0,5.0,4.0,4.0,12.0,2.0,14.0,12.0,10.0,9.0,11.0,11.0,12.0,12.0
348,3.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0
349,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
350,3.0,9.0,6.0,8.0,9.0,0.0,7.0,9.0,12.0,11.0,9.0,0.0,8.0,8.0,8.0,8.0
351,3.0,3.0,3.0,0.0,0.0,2.0,3.0,1.0,5.0,2.0,2.0,9.0,5.0,5.0,5.0,5.0
352,3.0,1.0,0.0,1.0,5.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
353,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0
354,3.0,0.0,0.0,3.0,3.0,8.0,5.0,9.0,9.0,6.0,4.0,7.0,9.0,9.0,10.0,10.0
355,12.0,21.0,12.0,4.0,10.0,3.0,15.0,10.0,8.0,19.0,20.0,11.0,13.0,14.0,14.0,14.0
356,3.0,1.0,3.0,0.0,3.0,1.0,2.0,3.0,6.0,5.0,7.0,3.0,5.0,6.0,6.0,6.0
357,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
358,11.0,7.0,10.0,13.0,6.0,18.0,17.0,26.0,20.0,27.0,15.0,12.0,22.0,23.0,24.0,25.0
359,6.0,8.0,6.0,2.0,8.0,7.0,3.0,3.0,7.0,0.0,3.0,0.0,1.0,1.0,0.0,-0.0
360,16.0,12.0,9.0,10.0,21.0,19.0,5.0,19.0,18.0,11.0,15.0,17.0,16.0,16.0,16.0,17.0
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0
362,1.0,0.0,5.0,3.0,1.0,5.0,3.0,0.0,4.0,5.0,2.0,0.0,3.0,3.0,3.0,3.0
363,6.0,3.0,3.0,9.0,9.0,14.0,4.0,14.0,5.0,8.0,5.0,16.0,11.0,12.0,12.0,13.0
364,1.0,2.0,0.0,3.0,2.0,0.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0
365,8.0,6.0,6.0,3.0,7.0,8.0,5.0,4.0,7.0,8.0,3.0,9.0,6.0,6.0,6.0,6.0
366,0.0,2.0,3.0,0.0,3.0,3.0,7.0,10.0,5.0,0.0,6.0,0.0,3.0,3.0,3.0,3.0
367,5.0,7.0,1.0,12.0,13.0,2.0,3.0,10.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0
368,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
369,5.0,10.0,3.0,6.0,1.0,5.0,7.0,1.0,14.0,6.0,7.0,2.0,6.0,6.0,6.0,6.0
370,4.0,2.0,2.0,4.0,4.0,5.0,1.0,5.0,6.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
371,3.0,6.0,3.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0
372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
373,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,5.0,7.0,3.0,5.0,4.0,6.0,0.0,2.0,6.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0
375,0.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
376,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,6.0,2.0,2.0,2.0,2.0
377,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0
378,2.0,0.0,0.0,5.0,3.0,3.0,5.0,2.0,6.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0
379,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
380,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
381,6.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0
382,2.0,1.0,2.0,0.0,0.0,12.0,0.0,3.0,6.0,6.0,3.0,6.0,6.0,6.0,7.0,7.0
383,4.0,0.0,0.0,2.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,6.0
384,1.0,8.0,0.0,10.0,2.0,3.0,1.0,4.0,2.0,1.0,7.0,5.0,4.0,4.0,4.0,4.0
385,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0
386,3.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,9.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
387,2.0,7.0,0.0,12.0,6.0,6.0,3.0,1.0,2.0,6.0,3.0,0.0,2.0,2.0,2.0,1.0
388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,6.0,17.0,11.0,7.0,0.0,6.0,6.0,6.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
390,4.0,4.0,4.0,4.0,7.0,2.0,6.0,11.0,9.0,2.0,8.0,7.0,8.0,8.0,9.0,9.0
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
392,6.0,3.0,6.0,4.0,0.0,3.0,2.0,2.0,8.0,6.0,1.0,2.0,3.0,3.0,2.0,2.0
393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
394,2.0,2.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0
395,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
396,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
397,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
398,3.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0
399,2.0,1.0,1.0,6.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0
400,0.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0
401,3.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,1.0,1.0,1.0
404,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
405,0.0,3.0,3.0,4.0,0.0,5.0,2.0,1.0,4.0,3.0,7.0,4.0,5.0,5.0,5.0,6.0
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
407,18.0,15.0,0.0,21.0,48.0,12.0,67.0,13.0,13.0,16.0,15.0,2.0,16.0,16.0,15.0,15.0
408,4.0,6.0,6.0,3.0,7.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0
409,4.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
410,4.0,3.0,4.0,5.0,9.0,7.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0
411,4.0,3.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,8.0,1.0,5.0,5.0,5.0,5.0,6.0
412,3.0,4.0,3.0,5.0,3.0,8.0,4.0,11.0,6.0,5.0,10.0,2.0,7.0,7.0,8.0,8.0
413,1.0,1.0,1.0,1.0,4.0,1.0,7.0,0.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0
414,9.0,7.0,5.0,10.0,10.0,7.0,3.0,7.0,3.0,6.0,5.0,6.0,4.0,4.0,4.0,3.0
415,7.0,2.0,8.0,8.0,6.0,8.0,5.0,4.0,4.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
416,3.0,4.0,4.0,5.0,3.0,5.0,8.0,0.0,2.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0
417,3.0,3.0,2.0,1.0,3.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
418,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0
419,6.0,8.0,16.0,12.0,11.0,20.0,16.0,14.0,15.0,16.0,11.0,7.0,14.0,14.0,14.0,15.0
420,4.0,7.0,3.0,6.0,3.0,9.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0
421,3.0,1.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
